player,touches_total,touches_in_defending_penalty,touches_in_defending_third,touches_in_middle_third,touches_in_attacking_third,touches_in_attacking_penalty,dribbling_total,dribbling_completed,dribbling_not_completed,dribbling_overrun,dribbling_through_legs,dribbling_push_and_run,carries_total,carry_into_attacking_third,carry_into_penalty_area,carry_into_edge_of_the_box,carry_distance,progressive_carry_total,progressive_carry_distance,miscontrol_total,miscontrol_in_aerial_duel,dispossessed_total,dispossessed_in_defending_penalty_area,dispossessed_in_defending_third,dispossessed_in_middle_third,dispossessed_in_attacking_third,dispossessed_in_penalty_area,balls_received,balls_received_successful,error_lead_to_goal,up_touches_total,up_touches_in_defending_penalty,up_touches_in_defending_third,up_touches_in_middle_third,up_touches_in_attacking_third,up_touches_in_attacking_penalty,up_dribbling_total,up_dribbling_completed,up_dribbling_not_completed,up_dribbling_overrun,up_dribbling_through_legs,up_dribbling_push_and_run,up_carries_total,up_carry_into_attacking_third,up_carry_into_penalty_area,up_carry_into_edge_of_the_box,up_carry_distance,up_progressive_carry_total,up_progressive_carry_distance,up_miscontrol_total,up_miscontrol_in_aerial_duel,up_dispossessed_total,up_dispossessed_in_defending_penalty_area,up_dispossessed_in_defending_third,up_dispossessed_in_middle_third,up_dispossessed_in_attacking_third,up_dispossessed_in_penalty_area,up_balls_received,up_balls_received_successful,up_error_lead_to_goal,touches_in_defending_penalty_%,touches_in_defending_third_%,touches_in_middle_third_%,touches_in_attacking_third_%,touches_in_attacking_penalty_%,ball_reception_%,dribblings_successful_%,distance_per_carry,carries_into_attacking_third_%,carries_into_penalty_area_%,carries_into_edge_of_the_box_%,distance_per_progressive_carry,dispossessed_per_carry_%
Sven Schipplock,426,14,47,198,181,32,16,5,11,2,2,0,120,9,4,0,749.8901173269155,72,592.1704607086601,8,2,17,0,0,5,12,2,49,45,0,426,14,47,198,181,32,16,5,11,2,2,0,120,9,4,0,749.8901173269155,72,592.1704607086601,8,2,17,0,0,5,12,2,49,45,0,0.03286384976525822,0.11032863849765258,0.4647887323943662,0.42488262910798125,0.07511737089201878,0.9183673469387755,0.3125,6.249084311057629,0.075,0.03333333333333333,0.0,8.224589732064723,0.14166666666666666
Sven Ulreich,16,16,16,0,0,0,0,0,0,0,0,0,8,0,0,0,50.476711825644834,6,37.41934275467168,0,0,0,0,0,0,0,0,4,4,0,16,16,16,0,0,0,0,0,0,0,0,0,8,0,0,0,50.476711825644834,6,37.41934275467168,0,0,0,0,0,0,0,0,4,4,0,1.0,1.0,0.0,0.0,0.0,1.0,,6.309588978205604,0.0,0.0,0.0,6.236557125778614,0.0
Szabolcs Huszti,643,12,108,356,179,21,18,6,12,4,4,0,222,5,1,0,1218.0941729633537,124,794.8555559352517,7,0,26,0,1,16,9,0,88,78,0,643,12,108,356,179,21,18,6,12,4,4,0,222,5,1,0,1218.0941729633537,124,794.8555559352517,7,0,26,0,1,16,9,0,88,78,0,0.01866251944012442,0.16796267496111975,0.5536547433903577,0.27838258164852253,0.03265940902021773,0.8863636363636364,0.3333333333333333,5.486910689024116,0.02252252252252252,0.0045045045045045045,0.0,6.41012545109074,0.11711711711711711
Takashi Inui,14,0,7,7,0,0,1,0,1,0,0,0,5,0,0,0,4.193921736698331,2,2.4280109889280572,0,0,0,0,0,0,0,0,3,3,0,14,0,7,7,0,0,1,0,1,0,0,0,5,0,0,0,4.193921736698331,2,2.4280109889280572,0,0,0,0,0,0,0,0,3,3,0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.8387843473396662,0.0,0.0,0.0,1.2140054944640286,0.0
Tarik Elyounoussi,191,8,37,80,74,12,10,6,4,0,1,0,63,3,0,0,438.003652351169,42,375.50486456524254,4,1,3,0,0,1,2,0,20,20,0,191,8,37,80,74,12,10,6,4,0,1,0,63,3,0,0,438.003652351169,42,375.50486456524254,4,1,3,0,0,1,2,0,20,20,0,0.041884816753926704,0.193717277486911,0.418848167539267,0.387434554973822,0.06282722513089005,1.0,0.6,6.952438926209032,0.047619047619047616,0.0,0.0,8.940592013458156,0.047619047619047616
Theodor Gebre Selassie,1000,100,306,428,266,34,23,10,13,4,1,0,270,15,2,2,1715.3730052221574,154,1268.2560553225323,4,1,34,0,3,15,16,0,67,61,0,1000,100,306,428,266,34,23,10,13,4,1,0,270,15,2,2,1715.3730052221574,154,1268.2560553225323,4,1,34,0,3,15,16,0,67,61,0,0.1,0.306,0.428,0.266,0.034,0.9104477611940298,0.43478260869565216,6.353233352674657,0.05555555555555555,0.007407407407407408,0.007407407407407408,8.235428930665794,0.1259259259259259
Thiago Alcântara do Nascimento,1117,10,171,614,332,35,56,42,14,4,1,0,493,27,4,2,2969.6441996911913,304,2199.79424802064,8,1,37,0,2,17,18,2,110,109,0,1117,10,171,614,332,35,56,42,14,4,1,0,493,27,4,2,2969.6441996911913,304,2199.79424802064,8,1,37,0,2,17,18,2,110,109,0,0.008952551477170993,0.153088630259624,0.549686660698299,0.297224709042077,0.03133393017009848,0.990909090909091,0.75,6.023619066310733,0.05476673427991886,0.008113590263691683,0.004056795131845842,7.23616528954158,0.07505070993914807
Thilo Kehrer,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
Thomas Kessler,3,3,3,0,0,0,1,1,0,0,0,0,2,0,0,0,3.2290051310108945,1,2.02484567313166,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,1,1,0,0,0,0,2,0,0,0,3.2290051310108945,1,2.02484567313166,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,,1.0,1.6145025655054472,0.0,0.0,0.0,2.02484567313166,0.0
Thomas Kraft,66,60,66,0,0,0,0,0,0,0,0,0,31,0,0,0,153.90693872835118,22,112.31801405519126,1,0,1,1,1,0,0,0,6,6,1,66,60,66,0,0,0,0,0,0,0,0,0,31,0,0,0,153.90693872835118,22,112.31801405519126,1,0,1,1,1,0,0,0,6,6,1,0.9090909090909091,1.0,0.0,0.0,0.0,1.0,,4.96473995897907,0.0,0.0,0.0,5.105364275235966,0.03225806451612903
Thomas Müller,1269,18,59,459,751,211,49,29,20,3,0,0,447,29,22,9,2484.6292153455406,285,2037.8985948082845,27,9,60,0,0,14,46,16,192,185,0,1269,18,59,459,751,211,49,29,20,3,0,0,447,29,22,9,2484.6292153455406,285,2037.8985948082845,27,9,60,0,0,14,46,16,192,185,0,0.014184397163120567,0.046493301812450746,0.3617021276595745,0.5918045705279747,0.16627265563435775,0.9635416666666666,0.5918367346938775,5.558454620459822,0.06487695749440715,0.049217002237136466,0.020134228187919462,7.150521385292226,0.1342281879194631
Thorgan Hazard,822,10,85,358,379,64,57,38,19,3,7,0,316,23,25,4,2891.9371833270243,204,2292.4249254907572,15,0,42,0,4,18,20,7,96,89,0,822,10,85,358,379,64,57,38,19,3,7,0,316,23,25,4,2891.9371833270243,204,2292.4249254907572,15,0,42,0,4,18,20,7,96,89,0,0.012165450121654502,0.10340632603406326,0.43552311435523117,0.4610705596107056,0.07785888077858881,0.9270833333333334,0.6666666666666666,9.151699947237418,0.07278481012658228,0.07911392405063292,0.012658227848101266,11.237377085739006,0.13291139240506328
Tim Dierßen,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.0,0.0,,,,,,,,
Tim Matavž,189,1,6,75,108,23,6,5,1,1,0,0,51,3,1,0,345.3116932271164,30,256.83643516132605,8,1,7,0,0,1,6,2,31,30,0,189,1,6,75,108,23,6,5,1,1,0,0,51,3,1,0,345.3116932271164,30,256.83643516132605,8,1,7,0,0,1,6,2,31,30,0,0.005291005291005291,0.031746031746031744,0.3968253968253968,0.5714285714285714,0.12169312169312169,0.967741935483871,0.8333333333333334,6.7708175142571845,0.058823529411764705,0.0196078431372549,0.0,8.561214505377535,0.13725490196078433
Timm Klose,179,25,94,77,8,6,2,2,0,0,0,0,55,2,0,0,586.5038309065079,36,456.1804609822473,1,0,0,0,0,0,0,0,5,5,0,179,25,94,77,8,6,2,2,0,0,0,0,55,2,0,0,586.5038309065079,36,456.1804609822473,1,0,0,0,0,0,0,0,5,5,0,0.13966480446927373,0.5251396648044693,0.4301675977653631,0.0446927374301676,0.0335195530726257,1.0,1.0,10.663706016481962,0.03636363636363636,0.0,0.0,12.671679471729092,0.0
Timo Baumgartl,386,88,220,152,14,11,2,0,2,0,0,0,65,0,0,0,721.5182670052554,39,502.7405426753738,0,0,4,2,3,1,0,0,11,10,0,386,88,220,152,14,11,2,0,2,0,0,0,65,0,0,0,721.5182670052554,39,502.7405426753738,0,0,4,2,3,1,0,0,11,10,0,0.22797927461139897,0.5699481865284974,0.39378238341968913,0.03626943005181347,0.02849740932642487,0.9090909090909091,0.0,11.100281030850084,0.0,0.0,0.0,12.890783145522404,0.06153846153846154
Timo Horn,140,132,140,0,0,0,0,0,0,0,0,0,57,0,0,0,300.26443443790737,38,225.56284129736588,0,0,0,0,0,0,0,0,24,24,0,140,132,140,0,0,0,0,0,0,0,0,0,57,0,0,0,300.26443443790737,38,225.56284129736588,0,0,0,0,0,0,0,0,24,24,0,0.9428571428571428,1.0,0.0,0.0,0.0,1.0,,5.267797095401884,0.0,0.0,0.0,5.935864244667523,0.0
Timo Werner,1017,2,43,432,542,124,48,18,30,3,4,1,336,27,25,8,2706.4913479490824,206,2179.2829897994184,30,5,51,0,3,14,34,11,163,153,0,1017,2,43,432,542,124,48,18,30,3,4,1,336,27,25,8,2706.4913479490824,206,2179.2829897994184,30,5,51,0,3,14,34,11,163,153,0,0.0019665683382497543,0.04228121927236971,0.4247787610619469,0.5329400196656834,0.12192723697148476,0.9386503067484663,0.375,8.055033773657984,0.08035714285714286,0.0744047619047619,0.023809523809523808,10.579043639803002,0.15178571428571427
Timothy Chandler,198,4,50,89,59,4,5,1,4,1,1,0,61,5,0,0,413.59261258480024,39,345.0552528685902,4,1,4,0,0,2,2,0,14,12,0,198,4,50,89,59,4,5,1,4,1,1,0,61,5,0,0,413.59261258480024,39,345.0552528685902,4,1,4,0,0,2,2,0,14,12,0,0.020202020202020204,0.25252525252525254,0.4494949494949495,0.29797979797979796,0.020202020202020204,0.8571428571428571,0.2,6.78020676368525,0.08196721311475409,0.0,0.0,8.847570586374108,0.06557377049180328
Tin Jedvaj,299,22,97,127,75,9,13,7,6,0,5,0,87,1,3,0,654.3408485048935,54,456.9084923507881,5,0,7,0,1,1,5,1,14,11,0,299,22,97,127,75,9,13,7,6,0,5,0,87,1,3,0,654.3408485048935,54,456.9084923507881,5,0,7,0,1,1,5,1,14,11,0,0.07357859531772576,0.32441471571906355,0.42474916387959866,0.2508361204013378,0.030100334448160536,0.7857142857142857,0.5384615384615384,7.521159178217167,0.011494252873563218,0.034482758620689655,0.0,8.461268376866446,0.08045977011494253
Tobias Kempe,557,12,120,206,231,44,32,15,17,4,3,0,201,18,2,0,1856.714265501329,118,1416.592659812014,13,2,30,0,5,11,14,1,53,51,0,557,12,120,206,231,44,32,15,17,4,3,0,201,18,2,0,1856.714265501329,118,1416.592659812014,13,2,30,0,5,11,14,1,53,51,0,0.02154398563734291,0.21543985637342908,0.36983842010771995,0.414721723518851,0.07899461400359066,0.9622641509433962,0.46875,9.237384405479249,0.08955223880597014,0.009950248756218905,0.0,12.00502254077978,0.14925373134328357
Tobias Levels,524,31,180,202,142,1,12,7,5,2,0,0,164,7,1,0,927.5458745525456,96,603.2105019393268,3,0,10,0,2,1,7,0,33,31,1,524,31,180,202,142,1,12,7,5,2,0,0,164,7,1,0,927.5458745525456,96,603.2105019393268,3,0,10,0,2,1,7,0,33,31,1,0.05916030534351145,0.3435114503816794,0.38549618320610685,0.27099236641221375,0.0019083969465648854,0.9393939393939394,0.5833333333333334,5.655767527759425,0.042682926829268296,0.006097560975609756,0.0,6.283442728534655,0.06097560975609756
Tobias Sippel,14,10,14,0,0,0,0,0,0,0,0,0,6,0,0,0,68.1169655414349,5,61.11696554143489,0,0,0,0,0,0,0,0,2,2,0,14,10,14,0,0,0,0,0,0,0,0,0,6,0,0,0,68.1169655414349,5,61.11696554143489,0,0,0,0,0,0,0,0,2,2,0,0.7142857142857143,1.0,0.0,0.0,0.0,1.0,,11.35282759023915,0.0,0.0,0.0,12.223393108286977,0.0
Tobias Strobl,798,79,307,417,74,9,18,8,10,0,0,0,252,11,1,1,1859.5529617321974,148,1203.6290172890965,4,0,17,1,2,10,5,0,70,70,0,798,79,307,417,74,9,18,8,10,0,0,0,252,11,1,1,1859.5529617321974,148,1203.6290172890965,4,0,17,1,2,10,5,0,70,70,0,0.09899749373433583,0.38471177944862156,0.5225563909774437,0.09273182957393483,0.011278195488721804,1.0,0.4444444444444444,7.379178419572212,0.04365079365079365,0.003968253968253968,0.003968253968253968,8.132628495196599,0.06746031746031746
Tobias Werner,180,6,20,73,87,17,8,5,3,1,2,0,58,2,3,1,379.1982166955336,29,264.1200524422249,1,0,1,0,0,0,1,0,21,18,0,180,6,20,73,87,17,8,5,3,1,2,0,58,2,3,1,379.1982166955336,29,264.1200524422249,1,0,1,0,0,0,1,0,21,18,0,0.03333333333333333,0.1111111111111111,0.40555555555555556,0.48333333333333334,0.09444444444444444,0.8571428571428571,0.625,6.537900287854027,0.034482758620689655,0.05172413793103448,0.017241379310344827,9.107588015249135,0.017241379310344827
Tohouri Zahoui Constant Djakpa,257,16,74,116,67,5,11,3,8,0,2,0,91,3,1,0,676.0048908098522,54,500.9824556681931,4,0,9,0,2,2,5,0,17,14,0,257,16,74,116,67,5,11,3,8,0,2,0,91,3,1,0,676.0048908098522,54,500.9824556681931,4,0,9,0,2,2,5,0,17,14,0,0.0622568093385214,0.28793774319066145,0.45136186770428016,0.2607003891050584,0.019455252918287938,0.8235294117647058,0.2727272727272727,7.428625173734639,0.03296703296703297,0.01098901098901099,0.0,9.277452882744317,0.0989010989010989
Tolga Ciğerci,584,13,142,283,159,7,27,15,12,2,2,0,231,8,1,0,1580.867982611341,117,1109.1924478712517,5,0,15,0,1,9,5,0,66,63,0,584,13,142,283,159,7,27,15,12,2,2,0,231,8,1,0,1580.867982611341,117,1109.1924478712517,5,0,15,0,1,9,5,0,66,63,0,0.02226027397260274,0.24315068493150685,0.4845890410958904,0.2722602739726027,0.011986301369863013,0.9545454545454546,0.5555555555555556,6.843584340308835,0.03463203463203463,0.004329004329004329,0.0,9.480277332232921,0.06493506493506493
Tom Mickel,5,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,11.046132766056191,1,0.5385164807134515,0,0,0,0,0,0,0,0,1,1,0,5,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,11.046132766056191,1,0.5385164807134515,0,0,0,0,0,0,0,0,1,1,0,1.0,1.0,0.0,0.0,0.0,1.0,,5.5230663830280955,0.0,0.0,0.0,0.5385164807134515,0.0
Tomáš Pekhart,29,0,0,15,14,8,0,0,0,0,0,0,5,0,0,0,5.847339656043579,1,1.7262676501632117,1,0,1,0,0,1,0,0,3,3,0,29,0,0,15,14,8,0,0,0,0,0,0,5,0,0,0,5.847339656043579,1,1.7262676501632117,1,0,1,0,0,1,0,0,3,3,0,0.0,0.0,0.5172413793103449,0.4827586206896552,0.27586206896551724,1.0,,1.169467931208716,0.0,0.0,0.0,1.7262676501632117,0.2
Toni Šunjić,390,90,254,117,19,12,4,4,0,0,0,0,65,0,0,0,710.6968878600143,28,370.8142651438958,1,0,1,0,1,0,0,0,4,4,0,390,90,254,117,19,12,4,4,0,0,0,0,65,0,0,0,710.6968878600143,28,370.8142651438958,1,0,1,0,1,0,0,0,4,4,0,0.23076923076923078,0.6512820512820513,0.3,0.04871794871794872,0.03076923076923077,1.0,1.0,10.933798274769451,0.0,0.0,0.0,13.243366612281992,0.015384615384615385
Tony Jantschke,278,35,116,146,16,7,0,0,0,0,0,0,84,2,0,0,784.5396981155245,49,565.0017078838356,0,0,1,0,0,1,0,0,15,15,0,278,35,116,146,16,7,0,0,0,0,0,0,84,2,0,0,784.5396981155245,49,565.0017078838356,0,0,1,0,0,1,0,0,15,15,0,0.12589928057553956,0.4172661870503597,0.5251798561151079,0.05755395683453238,0.025179856115107913,1.0,,9.339758310899102,0.023809523809523808,0.0,0.0,11.530647099670114,0.011904761904761904
Uffe Manich Bech,325,3,46,154,125,17,15,5,10,1,1,0,112,4,4,0,738.3330307894562,58,544.2844534898851,12,3,14,0,0,8,6,1,46,43,0,325,3,46,154,125,17,15,5,10,1,1,0,112,4,4,0,738.3330307894562,58,544.2844534898851,12,3,14,0,0,8,6,1,46,43,0,0.009230769230769232,0.14153846153846153,0.47384615384615386,0.38461538461538464,0.052307692307692305,0.9347826086956522,0.3333333333333333,6.592259203477288,0.03571428571428571,0.03571428571428571,0.0,9.384214715342846,0.125
Uilson de Souza Paula Júnior,868,53,228,387,253,9,40,17,23,3,9,1,308,11,7,1,1967.4441948382448,212,1513.078227462317,8,1,15,1,2,7,6,0,64,58,0,868,53,228,387,253,9,40,17,23,3,9,1,308,11,7,1,1967.4441948382448,212,1513.078227462317,8,1,15,1,2,7,6,0,64,58,0,0.06105990783410138,0.2626728110599078,0.44585253456221197,0.29147465437788017,0.010368663594470046,0.90625,0.425,6.387805827396899,0.03571428571428571,0.022727272727272728,0.003246753246753247,7.137161450293949,0.048701298701298704
Ulisses Alexandre Garcia Lopes,297,4,65,151,81,2,17,9,8,1,3,0,124,9,1,0,991.7254406641331,82,770.1118146507082,6,0,17,0,4,8,5,0,20,20,0,297,4,65,151,81,2,17,9,8,1,3,0,124,9,1,0,991.7254406641331,82,770.1118146507082,6,0,17,0,4,8,5,0,20,20,0,0.013468013468013467,0.21885521885521886,0.5084175084175084,0.2727272727272727,0.006734006734006734,1.0,0.5294117647058824,7.997785811807525,0.07258064516129033,0.008064516129032258,0.0,9.391607495740343,0.13709677419354838
Valentin Stocker,363,7,40,138,185,45,19,8,11,0,2,0,116,8,3,1,623.8347628912649,69,508.26095724904894,7,2,17,0,1,5,11,1,40,39,0,363,7,40,138,185,45,19,8,11,0,2,0,116,8,3,1,623.8347628912649,69,508.26095724904894,7,2,17,0,1,5,11,1,40,39,0,0.01928374655647383,0.11019283746556474,0.38016528925619836,0.509641873278237,0.12396694214876033,0.975,0.42105263157894735,5.3778858869936625,0.06896551724137931,0.02586206896551724,0.008620689655172414,7.366100829696362,0.14655172413793102
Valmir Sulejmani,66,0,3,21,42,10,4,2,2,0,0,0,28,3,0,0,185.1493735745694,13,137.00754926944688,1,0,4,0,0,0,4,0,8,8,0,66,0,3,21,42,10,4,2,2,0,0,0,28,3,0,0,185.1493735745694,13,137.00754926944688,1,0,4,0,0,0,4,0,8,8,0,0.0,0.045454545454545456,0.3181818181818182,0.6363636363636364,0.15151515151515152,1.0,0.5,6.612477627663194,0.10714285714285714,0.0,0.0,10.539042251495914,0.14285714285714285
Vedad Ibišević,1042,26,69,568,405,84,33,15,18,1,3,0,296,13,13,5,1563.9370889199977,161,1009.7716241943132,29,6,36,0,1,14,21,4,178,172,0,1042,26,69,568,405,84,33,15,18,1,3,0,296,13,13,5,1563.9370889199977,161,1009.7716241943132,29,6,36,0,1,14,21,4,178,172,0,0.02495201535508637,0.06621880998080615,0.54510556621881,0.3886756238003839,0.08061420345489444,0.9662921348314607,0.45454545454545453,5.283571246351343,0.04391891891891892,0.04391891891891892,0.016891891891891893,6.271873442200703,0.12162162162162163
Vladimír Darida,1339,24,202,729,408,34,25,18,7,2,0,0,512,18,6,3,2581.2656026562045,257,1504.1661446711685,12,0,44,0,1,23,20,0,181,166,0,1339,24,202,729,408,34,25,18,7,2,0,0,512,18,6,3,2581.2656026562045,257,1504.1661446711685,12,0,44,0,1,23,20,0,181,166,0,0.017923823749066467,0.1508588498879761,0.544436146377894,0.30470500373412995,0.02539208364451083,0.9171270718232044,0.72,5.041534380187899,0.03515625,0.01171875,0.005859375,5.852786555140733,0.0859375
Vladlen Yurchenko,123,5,19,76,28,4,0,0,0,0,0,0,40,2,0,0,201.7022995554855,17,79.55080585711735,0,0,4,0,0,2,2,0,16,16,0,123,5,19,76,28,4,0,0,0,0,0,0,40,2,0,0,201.7022995554855,17,79.55080585711735,0,0,4,0,0,2,2,0,16,16,0,0.04065040650406504,0.15447154471544716,0.6178861788617886,0.22764227642276422,0.032520325203252036,1.0,,5.042557488887137,0.05,0.0,0.0,4.679459168065726,0.1
Václav Kadlec,47,0,5,18,24,6,2,0,2,1,0,0,16,0,0,0,116.4036309132438,13,91.79744029518034,1,1,4,0,0,2,2,0,5,5,0,47,0,5,18,24,6,2,0,2,1,0,0,16,0,0,0,116.4036309132438,13,91.79744029518034,1,1,4,0,0,2,2,0,5,5,0,0.0,0.10638297872340426,0.3829787234042553,0.5106382978723404,0.1276595744680851,1.0,0.0,7.275226932077738,0.0,0.0,0.0,7.061341561167718,0.25
Waldemar Anton,211,27,74,108,29,2,2,2,0,0,0,0,65,3,1,0,426.0801348371714,41,337.467707713816,1,0,6,0,1,2,3,1,11,11,0,211,27,74,108,29,2,2,2,0,0,0,0,65,3,1,0,426.0801348371714,41,337.467707713816,1,0,6,0,1,2,3,1,11,11,0,0.12796208530805686,0.35071090047393366,0.5118483412322274,0.13744075829383887,0.009478672985781991,1.0,1.0,6.555078997494944,0.046153846153846156,0.015384615384615385,0.0,8.230919700336976,0.09230769230769231
Wendell Nascimento Borges,967,61,320,398,249,12,39,18,21,7,3,0,338,30,9,0,2814.7212505333982,216,2155.121338354843,4,0,33,1,6,13,14,0,60,57,0,967,61,320,398,249,12,39,18,21,7,3,0,338,30,9,0,2814.7212505333982,216,2155.121338354843,4,0,33,1,6,13,14,0,60,57,0,0.06308169596690796,0.3309203722854188,0.41158221302998965,0.25749741468459153,0.012409513960703205,0.95,0.46153846153846156,8.327577664299994,0.08875739644970414,0.026627218934911243,0.0,9.977413603494643,0.09763313609467456
Xabier Alonso Olano,872,37,152,600,120,5,5,3,2,1,0,0,307,10,0,0,1384.0342274105253,176,990.6352640125891,1,0,8,0,1,5,2,0,91,89,0,872,37,152,600,120,5,5,3,2,1,0,0,307,10,0,0,1384.0342274105253,176,990.6352640125891,1,0,8,0,1,5,2,0,91,89,0,0.04243119266055046,0.1743119266055046,0.6880733944954128,0.13761467889908258,0.005733944954128441,0.978021978021978,0.6,4.508254812412135,0.03257328990228013,0.0,0.0,5.628609454616984,0.026058631921824105
Yann Sommer,362,306,358,3,1,0,0,0,0,0,0,0,168,0,0,0,1067.5272786203232,93,579.1621620340513,0,0,0,0,0,0,0,0,44,44,0,362,306,358,3,1,0,0,0,0,0,0,0,168,0,0,0,1067.5272786203232,93,579.1621620340513,0,0,0,0,0,0,0,0,44,44,0,0.8453038674033149,0.988950276243094,0.008287292817679558,0.0027624309392265192,0.0,1.0,,6.354329039406686,0.0,0.0,0.0,6.227550129398401,0.0
Yanni Regäsel,319,24,110,158,51,1,16,5,11,1,1,0,114,4,1,0,649.5259639634387,60,370.91201192704494,1,0,8,1,2,3,3,1,21,21,0,319,24,110,158,51,1,16,5,11,1,1,0,114,4,1,0,649.5259639634387,60,370.91201192704494,1,0,8,1,2,3,3,1,21,21,0,0.07523510971786834,0.3448275862068966,0.4952978056426332,0.15987460815047022,0.003134796238244514,1.0,0.3125,5.697596175117884,0.03508771929824561,0.008771929824561403,0.0,6.181866865450749,0.07017543859649122
Yannick Gerhardt,918,26,209,430,279,37,43,22,21,3,5,0,318,19,7,1,2395.7540687179744,212,1869.8941786643923,14,2,30,0,6,12,12,1,102,100,0,918,26,209,430,279,37,43,22,21,3,5,0,318,19,7,1,2395.7540687179744,212,1869.8941786643923,14,2,30,0,6,12,12,1,102,100,0,0.02832244008714597,0.22766884531590414,0.4684095860566449,0.30392156862745096,0.04030501089324619,0.9803921568627451,0.5116279069767442,7.5338178261571525,0.059748427672955975,0.0220125786163522,0.0031446540880503146,8.8202555597377,0.09433962264150944
Yoshinori Muto,634,4,30,244,360,74,39,19,20,1,1,0,196,9,13,3,1602.8123947449253,105,1104.5096234511786,23,7,34,0,0,11,23,5,93,89,0,634,4,30,244,360,74,39,19,20,1,1,0,196,9,13,3,1602.8123947449253,105,1104.5096234511786,23,7,34,0,0,11,23,5,93,89,0,0.006309148264984227,0.0473186119873817,0.38485804416403785,0.5678233438485805,0.1167192429022082,0.956989247311828,0.48717948717948717,8.17761425890268,0.04591836734693878,0.0663265306122449,0.015306122448979591,10.519139270963606,0.17346938775510204
Younès Belhanda,513,4,56,255,202,23,32,17,15,1,0,0,201,12,6,1,1244.3469686459289,119,904.4026195270068,5,0,23,0,4,6,13,1,71,71,0,513,4,56,255,202,23,32,17,15,1,0,0,201,12,6,1,1244.3469686459289,119,904.4026195270068,5,0,23,0,4,6,13,1,71,71,0,0.007797270955165692,0.10916179337231968,0.49707602339181284,0.3937621832358674,0.04483430799220273,1.0,0.53125,6.190780938536959,0.05970149253731343,0.029850746268656716,0.004975124378109453,7.60002201283199,0.11442786069651742
Yunus Mallı,1310,3,94,607,609,95,109,49,60,7,11,0,529,54,27,9,4306.266896141837,344,3547.7887507456453,20,2,55,0,3,17,35,5,190,186,0,1310,3,94,607,609,95,109,49,60,7,11,0,529,54,27,9,4306.266896141837,344,3547.7887507456453,20,2,55,0,3,17,35,5,190,186,0,0.0022900763358778627,0.0717557251908397,0.4633587786259542,0.4648854961832061,0.07251908396946564,0.9789473684210527,0.44954128440366975,8.140391108018594,0.10207939508506617,0.05103969754253308,0.017013232514177693,10.313339391702458,0.10396975425330812
Yūya Ōsako,766,14,84,404,278,53,28,18,10,1,1,0,292,15,8,2,1886.0905918391948,162,1178.6327194617525,15,1,37,0,2,20,15,2,92,91,0,766,14,84,404,278,53,28,18,10,1,1,0,292,15,8,2,1886.0905918391948,162,1178.6327194617525,15,1,37,0,2,20,15,2,92,91,0,0.018276762402088774,0.10966057441253264,0.5274151436031331,0.3629242819843342,0.06919060052219321,0.9891304347826086,0.6428571428571429,6.459214355613681,0.05136986301369863,0.0273972602739726,0.00684931506849315,7.275510613961435,0.1267123287671233
Zlatko Junuzović,1041,12,126,516,399,64,45,21,24,9,8,0,372,19,1,2,2090.3207036366334,220,1526.8191781655275,9,0,45,0,3,24,18,2,144,138,0,1041,12,126,516,399,64,45,21,24,9,8,0,372,19,1,2,2090.3207036366334,220,1526.8191781655275,9,0,45,0,3,24,18,2,144,138,0,0.011527377521613832,0.12103746397694524,0.4956772334293948,0.38328530259365995,0.06147934678194044,0.9583333333333334,0.4666666666666667,5.619141676442563,0.051075268817204304,0.002688172043010753,0.005376344086021506,6.940087173479671,0.12096774193548387
Zoltán Stieber,5,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,33.25586182502428,1,26.22308143601739,1,0,0,0,0,0,0,0,1,1,0,5,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,33.25586182502428,1,26.22308143601739,1,0,0,0,0,0,0,0,1,1,0,0.0,0.2,0.0,0.8,0.0,1.0,,16.62793091251214,0.0,0.0,0.0,26.22308143601739,0.0
