player,player_id,country,team,position,match_played,minutes_played,subbed_in,subbed_out,unique_positions_played,positions_played,full_match_equivalents
Thiago Alcântara do Nascimento,5208.0,Spain,Bayern Munich,Midfielder,21.0,1446.0,5.0,5.0,"['Center Attacking Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Wing', 'Right Wing Back', 'Right Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield']","['Left Center Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Wing', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Wing Back', 'Left Center Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield']",16.066666666666666
Raphaël Adelino José Guerreiro,5209.0,Portugal,Lorient,Defender,32.0,2448.0,5.0,5.0,"['Right Defensive Midfield', 'Left Center Back', 'Right Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Wing', 'Left Back']","['Left Back', 'Left Wing', 'Left Back', 'Left Back', 'Left Center Back', 'Left Back', 'Left Back', 'Left Center Back', 'Left Back', 'Left Back', 'Left Wing', 'Left Back', 'Right Midfield', 'Left Back', 'Left Midfield', 'Left Back', 'Left Midfield', 'Left Back', 'Left Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Back', 'Left Back', 'Left Back', 'Left Midfield', 'Left Midfield', 'Right Midfield', 'Left Back', 'Right Midfield', 'Left Midfield', 'Left Back', 'Left Back', 'Left Midfield', 'Left Back', 'Left Midfield', 'Left Midfield', 'Left Back', 'Left Back', 'Left Midfield', 'Left Wing', 'Left Back', 'Left Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Left Midfield']",27.2
Jordi Alba Ramos,5211.0,Spain,Barcelona,Defender,33.0,2617.0,4.0,4.0,"['Left Center Midfield', 'Left Back']","['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Center Midfield', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back']",29.07777777777778
Gerard Piqué Bernabéu,5213.0,Spain,Barcelona,Defender,36.0,2714.0,6.0,6.0,['Right Center Back'],"['Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back']",30.155555555555555
Andrés Iniesta Luján,5216.0,Spain,Barcelona,Midfielder,30.0,2257.0,5.0,5.0,"['Right Wing', 'Left Center Midfield', 'Right Center Midfield']","['Left Center Midfield', 'Right Wing', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield']",25.07777777777778
Iago Aspas Juncal,5217.0,Spain,Celta Vigo,Forward,48.0,2841.0,17.0,17.0,"['Center Forward', 'Center Attacking Midfield', 'Right Center Midfield', 'Right Wing', 'Right Center Forward', 'Left Center Midfield', 'Left Center Forward']","['Center Attacking Midfield', 'Right Wing', 'Right Wing', 'Center Attacking Midfield', 'Right Wing', 'Right Wing', 'Center Forward', 'Right Wing', 'Center Forward', 'Left Center Forward', 'Right Wing', 'Center Forward', 'Right Wing', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Center Midfield', 'Center Forward', 'Center Forward', 'Right Wing', 'Center Forward', 'Right Wing', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Right Wing', 'Center Forward', 'Center Forward', 'Right Wing', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Wing', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Right Center Midfield', 'Center Forward', 'Center Forward', 'Left Center Forward']",31.566666666666666
Romain Saïss,5219.0,Morocco,Angers,Midfielder,40.0,3163.0,5.0,5.0,"['Right Center Back', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Center Back', 'Left Defensive Midfield', 'Right Center Midfield']","['Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Center Defensive Midfield', 'Right Center Back', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Center Back', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Center Back', 'Left Center Back', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Right Center Back', 'Right Center Back', 'Center Defensive Midfield', 'Center Defensive Midfield']",35.144444444444446
Younès Belhanda,5242.0,Morocco,Schalke 04,Midfielder,12.0,728.0,4.0,4.0,"['Center Attacking Midfield', 'Right Defensive Midfield', 'Left Wing', 'Right Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Left Center Midfield']","['Left Center Midfield', 'Center Attacking Midfield', 'Right Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Wing', 'Left Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Wing', 'Left Wing', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Wing', 'Left Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Wing', 'Left Center Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield']",8.088888888888889
Medhi Amine El Mouttaqi Benatia,5244.0,Morocco,Bayern Munich,Defender,14.0,996.0,3.0,3.0,"['Right Defensive Midfield', 'Left Center Back', 'Right Center Back', 'Center Back']","['Right Center Back', 'Right Center Back', 'Right Defensive Midfield', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Defensive Midfield', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back']",11.066666666666666
Luis Alberto Suárez Díaz,5246.0,Uruguay,Barcelona,Forward,35.0,3150.0,0.0,0.0,"['Center Forward', 'Right Wing', 'Left Center Forward']","['Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Wing', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Forward']",35.0
José Martín Cáceres Silva,5248.0,Uruguay,Juventus,Defender,7.0,459.0,2.0,2.0,"['Right Back', 'Left Center Back', 'Right Center Back']","['Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Right Back', 'Right Center Back', 'Right Center Back']",5.1
Diego Roberto Godín Leal,5249.0,Uruguay,Atlético Madrid,Defender,33.0,2796.0,2.0,2.0,"['Left Center Midfield', 'Left Center Back', 'Right Center Back', 'Center Back']","['Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Midfield', 'Left Center Back']",31.066666666666666
Matías Vecino Falero,5255.0,Uruguay,Fiorentina,Midfielder,32.0,2447.0,5.0,5.0,"['Right Center Back', 'Right Defensive Midfield', 'Left Attacking Midfield', 'Right Wing Back', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield']","['Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Center Back', 'Left Defensive Midfield', 'Right Wing Back', 'Left Attacking Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield']",27.18888888888889
José María Giménez de Vargas,5259.0,Uruguay,Atlético Madrid,Defender,27.0,2430.0,0.0,0.0,"['Left Center Back', 'Right Center Back', 'Right Center Forward']","['Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Forward', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back']",27.0
Guillermo Varela Olivera,5264.0,Uruguay,Manchester United,Defender,3.0,270.0,0.0,0.0,['Right Back'],"['Right Back', 'Right Back', 'Right Back', 'Right Back']",3.0
Mateo Kovačić,5456.0,Croatia,Real Madrid,Midfielder,13.0,735.0,5.0,5.0,"['Center Forward', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Wing', 'Right Wing', 'Left Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield']","['Right Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Center Forward', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Center Forward', 'Right Wing', 'Left Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Center Forward', 'Left Wing', 'Right Wing', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Wing', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Wing', 'Center Attacking Midfield']",8.166666666666666
Ivan Strinić,5457.0,Croatia,Napoli,Defender,4.0,274.0,1.0,1.0,['Left Back'],"['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back']",3.0444444444444443
Odion Jude Ighalo,5458.0,Nigeria,Watford,Forward,44.0,3274.0,8.0,8.0,"['Center Forward', 'Center Attacking Midfield', 'Right Wing', 'Right Center Forward', 'Left Midfield', 'Left Center Forward']","['Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Wing', 'Left Center Forward', 'Left Midfield', 'Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Left Center Forward', 'Center Attacking Midfield']",36.37777777777778
Andrej Kramarić,5460.0,Croatia,Hoffenheim,Forward,15.0,1089.0,3.0,3.0,"['Center Forward', 'Center Attacking Midfield', 'Left Center Back', 'Right Wing', 'Right Center Forward', 'Left Wing', 'Left Center Midfield', 'Left Center Forward']","['Center Forward', 'Left Center Forward', 'Center Forward', 'Left Wing', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Right Wing', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Center Back', 'Center Forward', 'Center Attacking Midfield', 'Left Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Left Center Midfield', 'Right Center Forward']",12.1
Šime Vrsaljko,5461.0,Croatia,Sassuolo,Defender,38.0,3162.0,3.0,3.0,"['Right Wing Back', 'Right Back', 'Center Attacking Midfield']","['Right Back', 'Right Back', 'Right Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Center Attacking Midfield', 'Right Back', 'Right Back']",35.13333333333333
Luka Modrić,5463.0,Croatia,Real Madrid,Midfielder,42.0,2820.0,11.0,11.0,"['Center Forward', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield']","['Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Center Forward', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield']",31.333333333333332
